,svspp,cruise6,station,pdsex,pdid,pdlen,pdwgt,sizecat,pdgutw,pdgutv,fhdat,stratum,beglat,beglon,declat,declon,month,day,year,purcode,season,geoarea,pynam,gencat,gensci,analcat,analsci,collcat,collsci,pynum,pyamtw,pyamtv,pdscinam,pdcomnam,location
36324,141,197702,48,2,5,16,NA,S,1.49,1.36,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,AMPHIPHOLIS SP,ECHINO,ECHINODERMATA,OPHIU1,OPHIUROIDEA,OPHIU1,OPHIUROIDEA,1,0.01,0.01,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36325,141,197702,48,2,5,16,NA,S,1.49,1.36,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,CALANOIDA,ARTHRO,ARTHROPODA,COPEPO,COPEPODA,COPEPO,COPEPODA,7,0.01,0.01,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36326,141,197702,48,2,5,16,NA,S,1.49,1.36,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,1,0.03,0.03,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36327,141,197702,48,2,5,16,NA,S,1.49,1.36,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,CIRRATULIDAE,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,1,0.02,0.02,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36328,141,197702,48,2,5,16,NA,S,1.49,1.36,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,HYPERIIDAE,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,HYPFAM,HYPERIIDAE,1,0.02,0.02,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36329,141,197702,48,2,5,16,NA,S,1.49,1.36,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,MEGANYCTIPHANES NORVEGICA,ARTHRO,ARTHROPODA,EUPFAM,EUPHAUSIACEA,EUPFAM,EUPHAUSIACEA,8,1.14,1.04,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36330,141,197702,48,2,5,16,NA,S,1.49,1.36,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,MUNIDA IRIS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,2,0.16,0.15,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36331,141,197702,48,2,5,16,NA,S,1.49,1.36,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,PHASCOLION STROMBI,WORMS,WORMS,WORMS,WORMS,WORMS,WORMS,1,0.09,0.08,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36332,141,197702,48,2,5,16,NA,S,1.49,1.36,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,UNCIOLA IRRORATA,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0.01,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36333,141,197702,48,2,6,18,NA,S,1.99,1.81,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,AMPELISCA SP,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,2,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36334,141,197702,48,2,6,18,NA,S,1.99,1.81,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,CALANOIDA,ARTHRO,ARTHROPODA,COPEPO,COPEPODA,COPEPO,COPEPODA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36335,141,197702,48,2,6,18,NA,S,1.99,1.81,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,1,0.57,0.52,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36336,141,197702,48,2,6,18,NA,S,1.99,1.81,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,GAMMARIDEA,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36337,141,197702,48,2,6,18,NA,S,1.99,1.81,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,MEGANYCTIPHANES NORVEGICA,ARTHRO,ARTHROPODA,EUPFAM,EUPHAUSIACEA,EUPFAM,EUPHAUSIACEA,13,1.4,1.27,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36338,141,197702,48,2,6,18,NA,S,1.99,1.81,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,PHOXOCEPHALIDAE,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36339,141,197702,48,2,6,18,NA,S,1.99,1.81,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,NA,0.01,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36340,141,197702,48,2,6,18,NA,S,1.99,1.81,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,SAND,MISC,MISCELLANEOUS,MISC,MISCELLANEOUS,MISC,MISCELLANEOUS,NA,0.01,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36341,141,197702,48,2,9,20,NA,S,3.44,3.12,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,CALANUS FINMARCHICUS,ARTHRO,ARTHROPODA,COPEPO,COPEPODA,COPEPO,COPEPODA,3,0.01,0.01,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36342,141,197702,48,2,9,20,NA,S,3.44,3.12,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,HYPERIIDAE,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,HYPFAM,HYPERIIDAE,1,0.01,0.01,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36343,141,197702,48,2,9,20,NA,S,3.44,3.12,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,MEGANYCTIPHANES NORVEGICA,ARTHRO,ARTHROPODA,EUPFAM,EUPHAUSIACEA,EUPFAM,EUPHAUSIACEA,25,3.41,3.1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36344,141,197702,48,2,10,22,NA,S,2.97,2.7,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.01,0.01,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36345,141,197702,48,2,10,22,NA,S,2.97,2.7,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,HYAS SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,1,0.02,0.02,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36346,141,197702,48,2,10,22,NA,S,2.97,2.7,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,MEGANYCTIPHANES NORVEGICA,ARTHRO,ARTHROPODA,EUPFAM,EUPHAUSIACEA,EUPFAM,EUPHAUSIACEA,25,2.93,2.67,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36347,141,197702,48,2,11,18,NA,S,0.72,0.66,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,AMPELISCIDAE,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36348,141,197702,48,2,11,18,NA,S,0.72,0.66,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHFIS,OTHER FISH,NA,0.04,0.04,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36349,141,197702,48,2,11,18,NA,S,0.72,0.66,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,MEGANYCTIPHANES NORVEGICA,ARTHRO,ARTHROPODA,EUPFAM,EUPHAUSIACEA,EUPFAM,EUPHAUSIACEA,NA,0.68,0.62,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36350,141,197702,48,2,12,13,NA,S,0.58,0.53,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,AMPHARETE SP,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36351,141,197702,48,2,12,13,NA,S,0.58,0.53,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,CALANUS FINMARCHICUS,ARTHRO,ARTHROPODA,COPEPO,COPEPODA,COPEPO,COPEPODA,4,0.01,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36352,141,197702,48,2,12,13,NA,S,0.58,0.53,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,GAMMARIDEA,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,3,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36353,141,197702,48,2,12,13,NA,S,0.58,0.53,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,MEGANYCTIPHANES NORVEGICA,ARTHRO,ARTHROPODA,EUPFAM,EUPHAUSIACEA,EUPFAM,EUPHAUSIACEA,5,0.57,0.52,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36354,141,197702,48,2,13,16,NA,S,4.58,4.16,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,CALANUS FINMARCHICUS,ARTHRO,ARTHROPODA,COPEPO,COPEPODA,COPEPO,COPEPODA,3,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36355,141,197702,48,2,13,16,NA,S,4.58,4.16,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,1,0.05,0.05,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36356,141,197702,48,2,13,16,NA,S,4.58,4.16,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,DICHELOPANDALUS LEPTOCERUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,PANFAM,PANDALIDAE,1,0.02,0.02,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36357,141,197702,48,2,13,16,NA,S,4.58,4.16,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,ERICTHONIUS SP,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36358,141,197702,48,2,13,16,NA,S,4.58,4.16,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHFIS,OTHER FISH,NA,0.09,0.08,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36359,141,197702,48,2,13,16,NA,S,4.58,4.16,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,MEGANYCTIPHANES NORVEGICA,ARTHRO,ARTHROPODA,EUPFAM,EUPHAUSIACEA,EUPFAM,EUPHAUSIACEA,30,4.01,3.64,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36360,141,197702,48,2,13,16,NA,S,4.58,4.16,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,MUNIDA IRIS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,4,0.4,0.36,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36361,141,197702,48,2,14,17,NA,S,1.75,1.59,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,CALANUS FINMARCHICUS,ARTHRO,ARTHROPODA,COPEPO,COPEPODA,COPEPO,COPEPODA,3,0.01,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36362,141,197702,48,2,14,17,NA,S,1.75,1.59,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,HAPLOOPS SP,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36363,141,197702,48,2,14,17,NA,S,1.75,1.59,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,MEGANYCTIPHANES NORVEGICA,ARTHRO,ARTHROPODA,EUPFAM,EUPHAUSIACEA,EUPFAM,EUPHAUSIACEA,15,1.74,1.59,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36364,141,197702,48,2,14,17,NA,S,1.75,1.59,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,SABELLIDAE,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36365,141,197702,48,2,15,15,NA,S,2.17,1.97,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,MEGANYCTIPHANES NORVEGICA,ARTHRO,ARTHROPODA,EUPFAM,EUPHAUSIACEA,EUPFAM,EUPHAUSIACEA,14,2.17,1.97,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36366,141,197702,48,2,15,15,NA,S,2.17,1.97,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,MYSIDACEA,ARTHRO,ARTHROPODA,MYSIDA,MYSIDACEA,MYSIDA,MYSIDACEA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36367,141,197702,48,2,16,15,NA,S,2.92,2.66,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,CALANUS FINMARCHICUS,ARTHRO,ARTHROPODA,COPEPO,COPEPODA,COPEPO,COPEPODA,7,0.02,0.02,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36368,141,197702,48,2,16,15,NA,S,2.92,2.66,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,HYAS SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,1,0.44,0.4,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36369,141,197702,48,2,16,15,NA,S,2.92,2.66,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,MEGANYCTIPHANES NORVEGICA,ARTHRO,ARTHROPODA,EUPFAM,EUPHAUSIACEA,EUPFAM,EUPHAUSIACEA,18,2.46,2.24,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36370,141,197702,48,2,17,16,NA,S,1.12,1.02,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,CALANUS FINMARCHICUS,ARTHRO,ARTHROPODA,COPEPO,COPEPODA,COPEPO,COPEPODA,6,0.02,0.02,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36371,141,197702,48,2,17,16,NA,S,1.12,1.02,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,DULICHIA SP,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,5,0.01,0.01,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36372,141,197702,48,2,17,16,NA,S,1.12,1.02,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,HAPLOOPS SP,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36373,141,197702,48,2,17,16,NA,S,1.12,1.02,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,HARPINIA PROPINQUA,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36374,141,197702,48,2,17,16,NA,S,1.12,1.02,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,MALDANIDAE,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,1,0.01,0.01,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36375,141,197702,48,2,17,16,NA,S,1.12,1.02,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,MEGANYCTIPHANES NORVEGICA,ARTHRO,ARTHROPODA,EUPFAM,EUPHAUSIACEA,EUPFAM,EUPHAUSIACEA,10,1.08,0.98,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36376,141,197702,48,2,17,16,NA,S,1.12,1.02,,1630,3612,7448,36.2,74.8,3,24,1977,10,SPRING,MAB,MICRODEUTOPUS SP,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36472,141,197702,69,2,1,30,NA,M,19.57,17.79,,1650,3704,7453,37.0667,74.8833,3,26,1977,10,SPRING,MAB,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,22,19.53,17.76,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36473,141,197702,69,2,1,30,NA,M,19.57,17.79,,1650,3704,7453,37.0667,74.8833,3,26,1977,10,SPRING,MAB,MOLLUSCA SHELL,MOLLUS,MOLLUSCA,MOLLUS,MOLLUSCA,MOLLUS,MOLLUSCA,1,0.04,0.03,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36474,141,197702,69,2,2,32,NA,M,0,0,,1650,3704,7453,37.0667,74.8833,3,26,1977,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,0,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36475,141,197702,69,2,3,32,NA,M,9.15,8.32,,1650,3704,7453,37.0667,74.8833,3,26,1977,10,SPRING,MAB,CANCER BOREALIS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,1,3.97,3.6,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36476,141,197702,69,2,3,32,NA,M,9.15,8.32,,1650,3704,7453,37.0667,74.8833,3,26,1977,10,SPRING,MAB,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,5,4.43,4.03,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36477,141,197702,69,2,3,32,NA,M,9.15,8.32,,1650,3704,7453,37.0667,74.8833,3,26,1977,10,SPRING,MAB,HYAS COARCTATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,1,0.75,0.68,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36478,141,197702,69,2,4,48,NA,M,1,0.91,,1650,3704,7453,37.0667,74.8833,3,26,1977,10,SPRING,MAB,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,1,0.99,0.9,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36479,141,197702,69,2,4,48,NA,M,1,0.91,,1650,3704,7453,37.0667,74.8833,3,26,1977,10,SPRING,MAB,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,1,0.02,0.02,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36480,141,197702,69,2,5,20,NA,S,0.8,0.73,,1650,3704,7453,37.0667,74.8833,3,26,1977,10,SPRING,MAB,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,1,0.8,0.73,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36481,141,197702,69,2,6,29,NA,M,5.16,4.69,,1650,3704,7453,37.0667,74.8833,3,26,1977,10,SPRING,MAB,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,5,5.16,4.69,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36482,141,197702,69,2,7,27,NA,M,2.8,2.55,,1650,3704,7453,37.0667,74.8833,3,26,1977,10,SPRING,MAB,HYAS COARCTATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,1,0.84,0.76,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36483,141,197702,69,2,7,27,NA,M,2.8,2.55,,1650,3704,7453,37.0667,74.8833,3,26,1977,10,SPRING,MAB,MUNIDA IRIS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,3,0.59,0.54,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36484,141,197702,69,2,7,27,NA,M,2.8,2.55,,1650,3704,7453,37.0667,74.8833,3,26,1977,10,SPRING,MAB,PAGURUS ACADIANUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,PAGFAM,PAGUROIDEA,1,1.37,1.25,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36507,141,197702,70,0,1,5,NA,S,0,0,,1650,3723,7454,37.3833,74.9,3,27,1977,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,0,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36508,141,197702,70,0,2,5,NA,S,0.02,0.01,,1650,3723,7454,37.3833,74.9,3,27,1977,10,SPRING,MAB,AMPELISCIDAE,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36509,141,197702,70,0,2,5,NA,S,0.02,0.01,,1650,3723,7454,37.3833,74.9,3,27,1977,10,SPRING,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.01,0.01,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36510,141,197702,70,0,2,5,NA,S,0.02,0.01,,1650,3723,7454,37.3833,74.9,3,27,1977,10,SPRING,MAB,CALANOIDA,ARTHRO,ARTHROPODA,COPEPO,COPEPODA,COPEPO,COPEPODA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36511,141,197702,70,0,2,5,NA,S,0.02,0.01,,1650,3723,7454,37.3833,74.9,3,27,1977,10,SPRING,MAB,NEOMYSIS AMERICANA,ARTHRO,ARTHROPODA,MYSIDA,MYSIDACEA,MYSIDA,MYSIDACEA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36512,141,197702,70,0,2,5,NA,S,0.02,0.01,,1650,3723,7454,37.3833,74.9,3,27,1977,10,SPRING,MAB,PHOTIS REINHARDI,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36513,141,197702,70,0,2,5,NA,S,0.02,0.01,,1650,3723,7454,37.3833,74.9,3,27,1977,10,SPRING,MAB,UNCIOLA IRRORATA,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36514,141,197702,70,0,3,9,NA,S,0.03,0.03,,1650,3723,7454,37.3833,74.9,3,27,1977,10,SPRING,MAB,AMPELISCA AGASSIZI,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0.01,0.01,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36515,141,197702,70,0,3,9,NA,S,0.03,0.03,,1650,3723,7454,37.3833,74.9,3,27,1977,10,SPRING,MAB,CALANOIDA,ARTHRO,ARTHROPODA,COPEPO,COPEPODA,COPEPO,COPEPODA,9,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36516,141,197702,70,0,3,9,NA,S,0.03,0.03,,1650,3723,7454,37.3833,74.9,3,27,1977,10,SPRING,MAB,GAMMARIDEA,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36517,141,197702,70,0,3,9,NA,S,0.03,0.03,,1650,3723,7454,37.3833,74.9,3,27,1977,10,SPRING,MAB,OSTRACODA,ARTHRO,ARTHROPODA,ARTHRO,ARTHROPODA,OSTRAC,OSTRACODA,1,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36518,141,197702,70,0,3,9,NA,S,0.03,0.03,,1650,3723,7454,37.3833,74.9,3,27,1977,10,SPRING,MAB,UNCIOLA IRRORATA,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0.01,0.01,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36519,141,197702,70,0,3,9,NA,S,0.03,0.03,,1650,3723,7454,37.3833,74.9,3,27,1977,10,SPRING,MAB,YOLDIA SP,MOLLUS,MOLLUSCA,BIVALV,BIVALVIA,BIVALV,BIVALVIA,1,0.01,0.01,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36520,141,197702,70,0,4,6,NA,S,0.03,0.03,,1650,3723,7454,37.3833,74.9,3,27,1977,10,SPRING,MAB,SPIONIDAE,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,NA,0.03,0.03,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36635,141,197702,96,2,1,28,NA,M,0.27,0.25,,1700,3811,7411,38.1833,74.1833,4,1,1977,10,SPRING,MAB,ERICTHONIUS RUBRICORNIS,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0.01,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36636,141,197702,96,2,1,28,NA,M,0.27,0.25,,1700,3811,7411,38.1833,74.1833,4,1,1977,10,SPRING,MAB,LEPTOCHEIRUS PINGUIS,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0.02,0.02,CENTROPRISTIS STRIATA,BLACK SEA BASS,
36637,141,197702,96,2,1,28,NA,M,0.27,0.25,,1700,3811,7411,38.1833,74.1833,4,1,1977,10,SPRING,MAB,PLEUROBRANCHAEA SP,MOLLUS,MOLLUSCA,GASTRO,GASTROPODA,GASTRO,GASTROPODA,1,0.25,0.23,CENTROPRISTIS STRIATA,BLACK SEA BASS,
42447,141,197712,37,0,1,15,NA,S,0.25,0.23,,1610,3618,7516,36.3,75.2667,9,29,1977,10,FALL,MAB,CIROLANIDAE,ARTHRO,ARTHROPODA,ISOPOD,ISOPODA,ISOPOD,ISOPODA,1,0.11,0.1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
42448,141,197712,37,0,1,15,NA,S,0.25,0.23,,1610,3618,7516,36.3,75.2667,9,29,1977,10,FALL,MAB,CRANGON SEPTEMSPINOSA,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CRAFAM,CRANGONIDAE,1,0.02,0.01,CENTROPRISTIS STRIATA,BLACK SEA BASS,
42449,141,197712,37,0,1,15,NA,S,0.25,0.23,,1610,3618,7516,36.3,75.2667,9,29,1977,10,FALL,MAB,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,NA,0.13,0.12,CENTROPRISTIS STRIATA,BLACK SEA BASS,
